"","field_id","year","month","centroid_lat","centroid_long","area_hectares","sprays","mildew_incidence","initial_strain","susceptibility_to_r6_strains","susceptibility_to_non_r6_strains","plant_type","date"
"1280",116,2016,"July",45.1898,-122.7861,8.3770002,2,0.005,"V6",1,1,"non-R6",2016-07-01
"1281",117,2016,"April",45.1962,-122.7851,9.9552756,0,0,"V6",1,0,"R6",2016-04-01
"1282",117,2016,"May",45.1962,-122.7851,9.9552756,1,0,"V6",1,0,"R6",2016-05-01
"1283",117,2016,"June",45.1962,-122.7851,9.9552756,2,0.665,"V6",1,0,"R6",2016-06-01
"1284",117,2016,"July",45.1962,-122.7851,9.9552756,3,0.525,"V6",1,0,"R6",2016-07-01
"1285",118,2016,"April",45.1864,-122.786,9.2673094,0,0,"V6",1,0,"R6",2016-04-01
"1286",118,2016,"May",45.1864,-122.786,9.2673094,0,0.0025,"V6",1,0,"R6",2016-05-01
"1287",118,2016,"June",45.1864,-122.786,9.2673094,1,0.975,"V6",1,0,"R6",2016-06-01
"1288",118,2016,"July",45.1864,-122.786,9.2673094,0,0.7,"V6",1,0,"R6",2016-07-01
"1289",119,2016,"April",45.1863,-122.7811,18.8583676,0,0,"V6",1,0,"R6",2016-04-01
"1290",119,2016,"May",45.1863,-122.7811,18.8583676,1,0,"V6",1,0,"R6",2016-05-01
"1291",119,2016,"June",45.1863,-122.7811,18.8583676,1,0.665,"V6",1,0,"R6",2016-06-01
"1292",119,2016,"July",45.1863,-122.7811,18.8583676,2,0.36,"V6",1,0,"R6",2016-07-01
"1293",120,2016,"April",45.1905,-122.7928,4.8157634,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1294",120,2016,"May",45.1905,-122.7928,4.8157634,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1295",120,2016,"June",45.1905,-122.7928,4.8157634,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1296",120,2016,"July",45.1905,-122.7928,4.8157634,2,0,"non-V6",1,1,"non-R6",2016-07-01
"1297",121,2016,"April",45.1897,-122.7802,14.6091646,0,0,"V6",1,0,"R6",2016-04-01
"1298",121,2016,"May",45.1897,-122.7802,14.6091646,0,0,"V6",1,0,"R6",2016-05-01
"1299",121,2016,"June",45.1897,-122.7802,14.6091646,2,0.75,"V6",1,0,"R6",2016-06-01
"1300",121,2016,"July",45.1897,-122.7802,14.6091646,3,0.185,"V6",1,0,"R6",2016-07-01
"1301",122,2016,"April",45.1986,-122.78,14.0426042,0,0,"V6",1,1,"non-R6",2016-04-01
"1302",122,2016,"May",45.1986,-122.78,14.0426042,1,0,"V6",1,1,"non-R6",2016-05-01
"1303",122,2016,"June",45.1986,-122.78,14.0426042,2,0,"V6",1,1,"non-R6",2016-06-01
"1304",122,2016,"July",45.1986,-122.78,14.0426042,2,0.005,"V6",1,1,"non-R6",2016-07-01
"1305",123,2016,"April",45.1883,-122.791,10.5623046,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1306",123,2016,"May",45.1883,-122.791,10.5623046,0,0,"non-V6",1,1,"non-R6",2016-05-01
"1307",123,2016,"June",45.1883,-122.791,10.5623046,4,0,"non-V6",1,1,"non-R6",2016-06-01
"1308",123,2016,"July",45.1883,-122.791,10.5623046,2,0,"non-V6",1,1,"non-R6",2016-07-01
"1309",124,2016,"April",45.1865,-122.7907,8.296063,0,0,"V6",1,0,"R6",2016-04-01
"1310",124,2016,"May",45.1865,-122.7907,8.296063,0,0,"V6",1,0,"R6",2016-05-01
"1311",124,2016,"June",45.1865,-122.7907,8.296063,3,0.085,"V6",1,0,"R6",2016-06-01
"1312",124,2016,"July",45.1865,-122.7907,8.296063,3,0.02,"V6",1,0,"R6",2016-07-01
"1313",1,2017,"April",45.0405,-122.7772,0.6879662,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1314",1,2017,"May",45.0405,-122.7772,0.6879662,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1315",1,2017,"June",45.0405,-122.7772,0.6879662,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1316",1,2017,"July",45.0405,-122.7772,0.6879662,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1317",2,2017,"April",45.0376,-122.7813,1.4973382,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1318",2,2017,"May",45.0376,-122.7813,1.4973382,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1319",2,2017,"June",45.0376,-122.7813,1.4973382,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1320",2,2017,"July",45.0376,-122.7813,1.4973382,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1321",3,2017,"April",45.0411,-122.7766,0.8903092,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1322",3,2017,"May",45.0411,-122.7766,0.8903092,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1323",3,2017,"June",45.0411,-122.7766,0.8903092,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1324",3,2017,"July",45.0411,-122.7766,0.8903092,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1325",4,2017,"April",45.0405,-122.7778,2.3876474,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1326",4,2017,"May",45.0405,-122.7778,2.3876474,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1327",4,2017,"June",45.0405,-122.7778,2.3876474,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1328",4,2017,"July",45.0405,-122.7778,2.3876474,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1329",5,2017,"April",45.0377,-122.7779,1.2545266,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1330",5,2017,"May",45.0377,-122.7779,1.2545266,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1331",5,2017,"June",45.0377,-122.7779,1.2545266,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1332",5,2017,"July",45.0377,-122.7779,1.2545266,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1333",7,2017,"April",45.0412,-122.7753,2.9542078,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1334",7,2017,"May",45.0412,-122.7753,2.9542078,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1335",7,2017,"June",45.0412,-122.7753,2.9542078,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1336",7,2017,"July",45.0412,-122.7753,2.9542078,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1337",8,2017,"April",45.0403,-122.7818,7.7699712,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1338",8,2017,"May",45.0403,-122.7818,7.7699712,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1339",8,2017,"June",45.0403,-122.7818,7.7699712,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1340",8,2017,"July",45.0403,-122.7818,7.7699712,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1341",9,2017,"April",45.0377,-122.7803,1.8615556,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1342",9,2017,"May",45.0377,-122.7803,1.8615556,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1343",9,2017,"June",45.0377,-122.7803,1.8615556,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1344",9,2017,"July",45.0377,-122.7803,1.8615556,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1345",10,2017,"April",45.0377,-122.7771,2.0638986,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1346",10,2017,"May",45.0377,-122.7771,2.0638986,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1347",10,2017,"June",45.0377,-122.7771,2.0638986,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1348",10,2017,"July",45.0377,-122.7771,2.0638986,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1349",11,2017,"April",45.0775,-122.7656,7.0010678,0,0,"V6",1,1,"non-R6",2017-04-01
"1350",11,2017,"May",45.0775,-122.7656,7.0010678,0,0.0025,"V6",1,1,"non-R6",2017-05-01
"1351",11,2017,"June",45.0775,-122.7656,7.0010678,2,0,"V6",1,1,"non-R6",2017-06-01
"1352",11,2017,"July",45.0775,-122.7656,7.0010678,3,0,"V6",1,1,"non-R6",2017-07-01
"1353",12,2017,"April",45.079,-122.7666,2.02343,0,0.0025,"V6",1,1,"non-R6",2017-04-01
"1354",12,2017,"May",45.079,-122.7666,2.02343,0,0.0025,"V6",1,1,"non-R6",2017-05-01
"1355",12,2017,"June",45.079,-122.7666,2.02343,2,0,"V6",1,1,"non-R6",2017-06-01
"1356",12,2017,"July",45.079,-122.7666,2.02343,3,0,"V6",1,1,"non-R6",2017-07-01
"1357",13,2017,"April",45.0842,-122.7656,3.8849856,0,0,"V6",1,1,"non-R6",2017-04-01
"1358",13,2017,"May",45.0842,-122.7656,3.8849856,0,0,"V6",1,1,"non-R6",2017-05-01
"1359",13,2017,"June",45.0842,-122.7656,3.8849856,2,0,"V6",1,1,"non-R6",2017-06-01
"1360",13,2017,"July",45.0842,-122.7656,3.8849856,3,0.005,"V6",1,1,"non-R6",2017-07-01
"1361",14,2017,"April",45.0839,-122.763,5.260918,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1362",14,2017,"May",45.0839,-122.763,5.260918,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1363",14,2017,"June",45.0839,-122.763,5.260918,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1364",14,2017,"July",45.0839,-122.763,5.260918,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1365",15,2017,"April",45.0805,-122.7666,11.0074592,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1366",15,2017,"May",45.0805,-122.7666,11.0074592,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1367",15,2017,"June",45.0805,-122.7666,11.0074592,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1368",15,2017,"July",45.0805,-122.7666,11.0074592,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1369",16,2017,"April",45.0405,-122.7794,5.867947,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1370",16,2017,"May",45.0405,-122.7794,5.867947,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1371",16,2017,"June",45.0405,-122.7794,5.867947,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1372",16,2017,"July",45.0405,-122.7794,5.867947,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1373",17,2017,"April",45.0799,-122.7262,7.8509084,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1374",17,2017,"May",45.0799,-122.7262,7.8509084,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1375",17,2017,"June",45.0799,-122.7262,7.8509084,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1376",17,2017,"July",45.0799,-122.7262,7.8509084,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1377",18,2017,"April",45.0826,-122.7274,6.9201306,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1378",18,2017,"May",45.0826,-122.7274,6.9201306,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1379",18,2017,"June",45.0826,-122.7274,6.9201306,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1380",18,2017,"July",45.0826,-122.7274,6.9201306,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1381",19,2017,"April",45.0799,-122.7239,3.8849856,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1382",19,2017,"May",45.0799,-122.7239,3.8849856,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1383",19,2017,"June",45.0799,-122.7239,3.8849856,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1384",19,2017,"July",45.0799,-122.7239,3.8849856,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1385",20,2017,"April",45.0412,-122.7729,3.7231112,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1386",20,2017,"May",45.0412,-122.7729,3.7231112,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1387",20,2017,"June",45.0412,-122.7729,3.7231112,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1388",20,2017,"July",45.0412,-122.7729,3.7231112,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1389",21,2017,"April",45.0376,-122.779,3.1160822,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1390",21,2017,"May",45.0376,-122.779,3.1160822,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1391",21,2017,"June",45.0376,-122.779,3.1160822,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1392",21,2017,"July",45.0376,-122.779,3.1160822,3,0,"non-V6",1,1,"non-R6",2017-07-01
"1393",22,2017,"April",45.0915,-122.7569,9.307778,0,0,"V6",1,1,"non-R6",2017-04-01
"1394",22,2017,"May",45.0915,-122.7569,9.307778,0,0,"V6",1,1,"non-R6",2017-05-01
"1395",22,2017,"June",45.0915,-122.7569,9.307778,1,0.25,"V6",1,1,"non-R6",2017-06-01
"1396",22,2017,"July",45.0915,-122.7569,9.307778,4,0,"V6",1,1,"non-R6",2017-07-01
"1397",24,2017,"April",45.088,-122.742,10.4408988,0,0,"V6",1,1,"non-R6",2017-04-01
"1398",24,2017,"May",45.088,-122.742,10.4408988,1,0.005,"V6",1,1,"non-R6",2017-05-01
"1399",24,2017,"June",45.088,-122.742,10.4408988,3,0,"V6",1,1,"non-R6",2017-06-01
"1400",24,2017,"July",45.088,-122.742,10.4408988,4,0.085,"V6",1,1,"non-R6",2017-07-01
"1401",25,2017,"April",45.0802,-122.7372,7.6485654,0,0,"V6",1,1,"non-R6",2017-04-01
"1402",25,2017,"May",45.0802,-122.7372,7.6485654,1,0.0025,"V6",1,1,"non-R6",2017-05-01
"1403",25,2017,"June",45.0802,-122.7372,7.6485654,3,0.21,"V6",1,1,"non-R6",2017-06-01
"1404",25,2017,"July",45.0802,-122.7372,7.6485654,3,0.005,"V6",1,1,"non-R6",2017-07-01
"1405",26,2017,"April",45.0833,-122.7513,18.008527,0,0,"non-V6",1,0,"R6",2017-04-01
"1406",26,2017,"May",45.0833,-122.7513,18.008527,2,0,"non-V6",1,0,"R6",2017-05-01
"1407",26,2017,"June",45.0833,-122.7513,18.008527,2,0,"non-V6",1,0,"R6",2017-06-01
"1408",26,2017,"July",45.0833,-122.7513,18.008527,3,0,"non-V6",1,0,"R6",2017-07-01
"1409",27,2017,"April",45.0772,-122.7606,12.949952,0,0,"V6",1,0,"R6",2017-04-01
"1410",27,2017,"May",45.0772,-122.7606,12.949952,0,0,"V6",1,0,"R6",2017-05-01
"1411",27,2017,"June",45.0772,-122.7606,12.949952,2,0.005,"V6",1,0,"R6",2017-06-01
"1412",27,2017,"July",45.0772,-122.7606,12.949952,3,0,"V6",1,0,"R6",2017-07-01
"1413",28,2017,"April",45.0771,-122.7557,8.0127828,0,0,"non-V6",1,0,"R6",2017-04-01
"1414",28,2017,"May",45.0771,-122.7557,8.0127828,0,0,"non-V6",1,0,"R6",2017-05-01
"1415",28,2017,"June",45.0771,-122.7557,8.0127828,2,0,"non-V6",1,0,"R6",2017-06-01
"1416",28,2017,"July",45.0771,-122.7557,8.0127828,3,0,"non-V6",1,0,"R6",2017-07-01
"1417",29,2017,"April",45.0925,-122.7523,15.0947878,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1418",29,2017,"May",45.0925,-122.7523,15.0947878,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1419",29,2017,"June",45.0925,-122.7523,15.0947878,3,0,"non-V6",1,1,"non-R6",2017-06-01
"1420",29,2017,"July",45.0925,-122.7523,15.0947878,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1421",30,2017,"April",45.0936,-122.7569,9.1459036,0,0.005,"V6",1,0,"R6",2017-04-01
"1422",30,2017,"May",45.0936,-122.7569,9.1459036,1,0,"V6",1,0,"R6",2017-05-01
"1423",30,2017,"June",45.0936,-122.7569,9.1459036,2,0.015,"V6",1,0,"R6",2017-06-01
"1424",30,2017,"July",45.0936,-122.7569,9.1459036,4,0.025,"V6",1,0,"R6",2017-07-01
"1425",31,2017,"April",45.0926,-122.7473,21.3269522,0,0,"V6",1,0,"R6",2017-04-01
"1426",31,2017,"May",45.0926,-122.7473,21.3269522,1,0,"V6",1,0,"R6",2017-05-01
"1427",31,2017,"June",45.0926,-122.7473,21.3269522,2,0.03,"V6",1,0,"R6",2017-06-01
"1428",31,2017,"July",45.0926,-122.7473,21.3269522,3,0.005,"V6",1,0,"R6",2017-07-01
"1429",32,2017,"April",45.0891,-122.7526,4.1682658,0,0,"V6",1,1,"non-R6",2017-04-01
"1430",32,2017,"May",45.0891,-122.7526,4.1682658,1,0,"V6",1,1,"non-R6",2017-05-01
"1431",32,2017,"June",45.0891,-122.7526,4.1682658,3,0.015,"V6",1,1,"non-R6",2017-06-01
"1432",32,2017,"July",45.0891,-122.7526,4.1682658,2,0.035,"V6",1,1,"non-R6",2017-07-01
"1433",33,2017,"April",45.0891,-122.7476,14.8115076,0,0,"V6",1,1,"non-R6",2017-04-01
"1434",33,2017,"May",45.0891,-122.7476,14.8115076,1,0,"V6",1,1,"non-R6",2017-05-01
"1435",33,2017,"June",45.0891,-122.7476,14.8115076,2,0.02,"V6",1,1,"non-R6",2017-06-01
"1436",33,2017,"July",45.0891,-122.7476,14.8115076,3,0,"V6",1,1,"non-R6",2017-07-01
"1437",34,2017,"April",45.0866,-122.7601,0.9307778,0,0,"V6",1,1,"non-R6",2017-04-01
"1438",34,2017,"May",45.0866,-122.7601,0.9307778,1,0,"V6",1,1,"non-R6",2017-05-01
"1439",34,2017,"June",45.0866,-122.7601,0.9307778,3,0.005,"V6",1,1,"non-R6",2017-06-01
"1440",34,2017,"July",45.0866,-122.7601,0.9307778,2,0.045,"V6",1,1,"non-R6",2017-07-01
"1441",35,2017,"April",45.0642,-122.7815,5.6251354,0,0,"V6",1,1,"non-R6",2017-04-01
"1442",35,2017,"May",45.0642,-122.7815,5.6251354,1,0,"V6",1,1,"non-R6",2017-05-01
"1443",35,2017,"June",45.0642,-122.7815,5.6251354,1,0,"V6",1,1,"non-R6",2017-06-01
"1444",35,2017,"July",45.0642,-122.7815,5.6251354,1,0.013333333,"V6",1,1,"non-R6",2017-07-01
"1445",36,2017,"April",45.066,-122.7805,3.3993624,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1446",36,2017,"May",45.066,-122.7805,3.3993624,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1447",36,2017,"June",45.066,-122.7805,3.3993624,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1448",36,2017,"July",45.066,-122.7805,3.3993624,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1449",37,2017,"April",45.0659,-122.7829,4.856232,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1450",37,2017,"May",45.0659,-122.7829,4.856232,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1451",37,2017,"June",45.0659,-122.7829,4.856232,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1452",37,2017,"July",45.0659,-122.7829,4.856232,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1453",38,2017,"April",45.067,-122.778,15.4590052,0,0,"V6",1,1,"non-R6",2017-04-01
"1454",38,2017,"May",45.067,-122.778,15.4590052,1,0,"V6",1,1,"non-R6",2017-05-01
"1455",38,2017,"June",45.067,-122.778,15.4590052,1,0,"V6",1,1,"non-R6",2017-06-01
"1456",38,2017,"July",45.067,-122.778,15.4590052,1,0.115,"V6",1,1,"non-R6",2017-07-01
"1457",39,2017,"April",45.058,-122.788,3.844517,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1458",39,2017,"May",45.058,-122.788,3.844517,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1459",39,2017,"June",45.058,-122.788,3.844517,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1460",39,2017,"July",45.058,-122.788,3.844517,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1461",40,2017,"April",45.0607,-122.7933,16.8754062,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1462",40,2017,"May",45.061,-122.789,12.0191742,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1463",40,2017,"June",45.061,-122.789,12.0191742,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1464",40,2017,"July",45.061,-122.789,12.0191742,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1465",41,2017,"April",45.0607,-122.7933,16.8754062,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1466",41,2017,"May",45.0607,-122.7933,16.8754062,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1467",41,2017,"June",45.0607,-122.7933,16.8754062,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1468",41,2017,"July",45.0607,-122.7933,16.8754062,0,0,"non-V6",1,1,"non-R6",2017-07-01
"1469",42,2017,"April",45.0575,-122.793,9.8338698,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1470",42,2017,"May",45.0575,-122.793,9.8338698,1,0,"non-V6",1,1,"non-R6",2017-05-01
"1471",42,2017,"June",45.0575,-122.793,9.8338698,1,0,"non-V6",1,1,"non-R6",2017-06-01
"1472",42,2017,"July",45.0575,-122.793,9.8338698,0,0,"non-V6",1,1,"non-R6",2017-07-01
"1473",43,2017,"April",45.0521,-122.7833,18.5346188,0,0,"non-V6",1,0,"R6",2017-04-01
"1474",43,2017,"May",45.0521,-122.7833,18.5346188,0,0,"non-V6",1,0,"R6",2017-05-01
"1475",43,2017,"June",45.0521,-122.7833,18.5346188,1,0,"non-V6",1,0,"R6",2017-06-01
"1476",43,2017,"July",45.0521,-122.7833,18.5346188,0,0,"non-V6",1,0,"R6",2017-07-01
"1477",44,2017,"April",45.195,-122.845,8.7816862,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1478",44,2017,"May",45.195,-122.845,8.7816862,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1479",44,2017,"June",45.195,-122.845,8.7816862,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1480",44,2017,"July",45.195,-122.845,8.7816862,2,0,"non-V6",1,1,"non-R6",2017-07-01
"1481",45,2017,"April",45.1684,-122.8832,6.4345074,0,0,"non-V6",1,0,"R6",2017-04-01
"1482",45,2017,"May",45.1684,-122.8832,6.4345074,0,0,"non-V6",1,0,"R6",2017-05-01
"1483",45,2017,"June",45.1684,-122.8832,6.4345074,3,0,"non-V6",1,0,"R6",2017-06-01
"1484",45,2017,"July",45.1684,-122.8832,6.4345074,1,0,"non-V6",1,0,"R6",2017-07-01
"1485",46,2017,"April",45.2005,-122.9142,19.8700826,0,0,"V6",1,0,"R6",2017-04-01
"1486",46,2017,"May",45.2005,-122.9142,19.8700826,0,0,"V6",1,0,"R6",2017-05-01
"1487",46,2017,"June",45.2005,-122.9142,19.8700826,2,0,"V6",1,0,"R6",2017-06-01
"1488",46,2017,"July",45.2005,-122.9142,19.8700826,2,0.005,"V6",1,0,"R6",2017-07-01
"1489",47,2017,"April",45.1654,-122.8855,5.5441982,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1490",47,2017,"May",45.1654,-122.8855,5.5441982,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1491",47,2017,"June",45.1654,-122.8855,5.5441982,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1492",47,2017,"July",45.1654,-122.8855,5.5441982,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1493",48,2017,"April",45.1653,-122.8751,2.5495218,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1494",48,2017,"May",45.1653,-122.8751,2.5495218,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1495",48,2017,"June",45.1653,-122.8751,2.5495218,3,0,"non-V6",1,1,"non-R6",2017-06-01
"1496",48,2017,"July",45.1653,-122.8751,2.5495218,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1497",49,2017,"April",45.1672,-122.8792,4.8967006,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1498",49,2017,"May",45.1672,-122.8792,4.8967006,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1499",49,2017,"June",45.1672,-122.8792,4.8967006,3,0,"non-V6",1,1,"non-R6",2017-06-01
"1500",49,2017,"July",45.1672,-122.8792,4.8967006,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1501",50,2017,"April",45.1675,-122.8792,0.8498406,0,0,"non-V6",1,0,"R6",2017-04-01
"1502",50,2017,"May",45.1675,-122.8792,0.8498406,0,0,"non-V6",1,0,"R6",2017-05-01
"1503",50,2017,"June",45.1675,-122.8792,0.8498406,2,0,"non-V6",1,0,"R6",2017-06-01
"1504",50,2017,"July",45.1675,-122.8792,0.8498406,2,0,"non-V6",1,0,"R6",2017-07-01
"1505",51,2017,"April",45.1685,-122.9058,9.0649664,0,0,"V6",1,1,"non-R6",2017-04-01
"1506",51,2017,"May",45.1685,-122.9058,9.0649664,0,0,"V6",1,1,"non-R6",2017-05-01
"1507",51,2017,"June",45.1685,-122.9058,9.0649664,2,0,"V6",1,1,"non-R6",2017-06-01
"1508",51,2017,"July",45.1685,-122.9058,9.0649664,1,0.005,"V6",1,1,"non-R6",2017-07-01
"1509",52,2017,"April",45.1653,-122.8815,14.9329134,0,0,"non-V6",1,0,"R6",2017-04-01
"1510",52,2017,"May",45.1653,-122.8815,14.9329134,0,0,"non-V6",1,0,"R6",2017-05-01
"1511",52,2017,"June",45.1653,-122.8815,14.9329134,2,0,"non-V6",1,0,"R6",2017-06-01
"1512",52,2017,"July",45.1653,-122.8815,14.9329134,2,0,"non-V6",1,0,"R6",2017-07-01
"1513",53,2017,"April",45.1659,-122.8885,7.3652852,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1514",53,2017,"May",45.1659,-122.8885,7.3652852,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1515",53,2017,"June",45.1659,-122.8885,7.3652852,2,0,"non-V6",1,1,"non-R6",2017-06-01
"1516",53,2017,"July",45.1659,-122.8885,7.3652852,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1517",54,2017,"April",45.199,-122.8455,4.1277972,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1518",54,2017,"May",45.199,-122.8455,4.1277972,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1519",54,2017,"June",45.199,-122.8455,4.1277972,3,0,"non-V6",1,1,"non-R6",2017-06-01
"1520",54,2017,"July",45.199,-122.8455,4.1277972,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1521",55,2017,"April",45.1996,-122.8464,11.0479278,0,0,"non-V6",1,1,"non-R6",2017-04-01
"1522",55,2017,"May",45.1996,-122.8464,11.0479278,0,0,"non-V6",1,1,"non-R6",2017-05-01
"1523",55,2017,"June",45.1996,-122.8464,11.0479278,3,0,"non-V6",1,1,"non-R6",2017-06-01
"1524",55,2017,"July",45.1996,-122.8464,11.0479278,1,0,"non-V6",1,1,"non-R6",2017-07-01
"1525",57,2017,"April",45.1942,-122.7664,0.5260918,0,0,"V6",1,1,"non-R6",2017-04-01
"1526",57,2017,"May",45.1942,-122.7664,0.5260918,1,0,"V6",1,1,"non-R6",2017-05-01
"1527",57,2017,"June",45.1942,-122.7664,0.5260918,2,0,"V6",1,1,"non-R6",2017-06-01
"1528",57,2017,"July",45.1942,-122.7664,0.5260918,2,0.04,"V6",1,1,"non-R6",2017-07-01
"1529",58,2017,"April",45.1924,-122.7662,3.3184252,0,0,"V6",1,1,"non-R6",2017-04-01
"1530",58,2017,"May",45.1924,-122.7662,3.3184252,1,0,"V6",1,1,"non-R6",2017-05-01
"1531",58,2017,"June",45.1924,-122.7662,3.3184252,2,0,"V6",1,1,"non-R6",2017-06-01
"1532",58,2017,"July",45.1924,-122.7662,3.3184252,2,0.005,"V6",1,1,"non-R6",2017-07-01
"1533",59,2017,"April",45.19,-122.7621,3.439831,0,0,"non-V6",1,1,"non-R6",2017-04-01
